Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | 0.0101      |
|    value_loss           | 0.00827     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1173        |
|    iterations           | 181         |
|    time_elapsed         | 10109       |
|    total_timesteps      | 11862016    |
| train/                  |             |
|    approx_kl            | 0.007649904 |
|    clip_fraction        | 0.00914     |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00818    |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.000441    |
|    loss                 | 0.00244     |
|    n_updates            | 720         |
|    policy_gradient_loss | -4.65e-06   |
|    value_loss           | 0.00619     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.8       |
|    ep_rew_mean          | 2.27       |
| time/                   |            |
|    fps                  | 1173       |
|    iterations           | 182        |
|    time_elapsed         | 10163      |
|    total_timesteps      | 11927552   |
| train/                  |            |
|    approx_kl            | 0.02171215 |
|    clip_fraction        | 0.0109     |
|    clip_range           | 0.135      |
|    entropy_loss         | -0.00819   |
|    explained_variance   | 0.905      |
|    learning_rate        | 0.000441   |
|    loss                 | 0.00461    |
|    n_updates            | 724        |
|    policy_gradient_loss | 0.000702   |
|    value_loss           | 0.00688    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1174        |
|    iterations           | 183         |
|    time_elapsed         | 10214       |
|    total_timesteps      | 11993088    |
| train/                  |             |
|    approx_kl            | 0.008142078 |
|    clip_fraction        | 0.00842     |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00698    |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.000441    |
|    loss                 | 0.00316     |
|    n_updates            | 728         |
|    policy_gradient_loss | -2.14e-05   |
|    value_loss           | 0.00741     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1174        |
|    iterations           | 184         |
|    time_elapsed         | 10266       |
|    total_timesteps      | 12058624    |
| train/                  |             |
|    approx_kl            | 0.010231722 |
|    clip_fraction        | 0.00872     |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00779    |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.00044     |
|    loss                 | 0.00265     |
|    n_updates            | 732         |
|    policy_gradient_loss | 0.000499    |
|    value_loss           | 0.00723     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.1        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1175        |
|    iterations           | 185         |
|    time_elapsed         | 10317       |
|    total_timesteps      | 12124160    |
| train/                  |             |
|    approx_kl            | 0.009438481 |
|    clip_fraction        | 0.00945     |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00852    |
|    explained_variance   | 0.904       |
|    learning_rate        | 0.00044     |
|    loss                 | 0.0028      |
|    n_updates            | 736         |
|    policy_gradient_loss | 0.000283    |
|    value_loss           | 0.00701     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.9        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1175        |
|    iterations           | 186         |
|    time_elapsed         | 10369       |
|    total_timesteps      | 12189696    |
| train/                  |             |
|    approx_kl            | 0.018955719 |
|    clip_fraction        | 0.0114      |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00762    |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.00044     |
|    loss                 | 0.00304     |
|    n_updates            | 740         |
|    policy_gradient_loss | 0.000785    |
|    value_loss           | 0.00716     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1175        |
|    iterations           | 187         |
|    time_elapsed         | 10423       |
|    total_timesteps      | 12255232    |
| train/                  |             |
|    approx_kl            | 0.012434842 |
|    clip_fraction        | 0.00927     |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00744    |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000439    |
|    loss                 | 0.00357     |
|    n_updates            | 744         |
|    policy_gradient_loss | 0.000222    |
|    value_loss           | 0.00876     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1176        |
|    iterations           | 188         |
|    time_elapsed         | 10476       |
|    total_timesteps      | 12320768    |
| train/                  |             |
|    approx_kl            | 0.012442405 |
|    clip_fraction        | 0.00982     |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00876    |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.000439    |
|    loss                 | 0.00335     |
|    n_updates            | 748         |
|    policy_gradient_loss | 0.000485    |
|    value_loss           | 0.00739     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37          |
|    ep_rew_mean          | 2.31        |
| time/                   |             |
|    fps                  | 1176        |
|    iterations           | 189         |
|    time_elapsed         | 10530       |
|    total_timesteps      | 12386304    |
| train/                  |             |
|    approx_kl            | 0.031057332 |
|    clip_fraction        | 0.0129      |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.00962    |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.000439    |
|    loss                 | 0.00661     |
|    n_updates            | 752         |
|    policy_gradient_loss | 0.00179     |
|    value_loss           | 0.00917     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1176        |
|    iterations           | 190         |
|    time_elapsed         | 10583       |
|    total_timesteps      | 12451840    |
| train/                  |             |
|    approx_kl            | 0.014521042 |
|    clip_fraction        | 0.0123      |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.0096     |
|    explained_variance   | 0.876       |
|    learning_rate        | 0.000438    |
|    loss                 | 0.0023      |
|    n_updates            | 756         |
|    policy_gradient_loss | 0.000635    |
|    value_loss           | 0.00885     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1117        |
|    iterations           | 191         |
|    time_elapsed         | 11199       |
|    total_timesteps      | 12517376    |
| train/                  |             |
|    approx_kl            | 0.009980947 |
|    clip_fraction        | 0.00988     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00893    |
|    explained_variance   | 0.903       |
|    learning_rate        | 0.000438    |
|    loss                 | 0.00184     |
|    n_updates            | 760         |
|    policy_gradient_loss | 0.000367    |
|    value_loss           | 0.00673     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1118        |
|    iterations           | 192         |
|    time_elapsed         | 11254       |
|    total_timesteps      | 12582912    |
| train/                  |             |
|    approx_kl            | 0.005865961 |
|    clip_fraction        | 0.00799     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00855    |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.000438    |
|    loss                 | 0.00222     |
|    n_updates            | 764         |
|    policy_gradient_loss | -0.000168   |
|    value_loss           | 0.00529     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.3         |
|    ep_rew_mean          | 2.27         |
| time/                   |              |
|    fps                  | 1118         |
|    iterations           | 193          |
|    time_elapsed         | 11307        |
|    total_timesteps      | 12648448     |
| train/                  |              |
|    approx_kl            | 0.0070359204 |
|    clip_fraction        | 0.00795      |
|    clip_range           | 0.134        |
|    entropy_loss         | -0.0077      |
|    explained_variance   | 0.901        |
|    learning_rate        | 0.000437     |
|    loss                 | 0.00223      |
|    n_updates            | 768          |
|    policy_gradient_loss | 7.18e-05     |
|    value_loss           | 0.007        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1110        |
|    iterations           | 194         |
|    time_elapsed         | 11445       |
|    total_timesteps      | 12713984    |
| train/                  |             |
|    approx_kl            | 0.004101271 |
|    clip_fraction        | 0.00746     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00739    |
|    explained_variance   | 0.909       |
|    learning_rate        | 0.000437    |
|    loss                 | 0.00227     |
|    n_updates            | 772         |
|    policy_gradient_loss | -0.000168   |
|    value_loss           | 0.00641     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1111        |
|    iterations           | 195         |
|    time_elapsed         | 11497       |
|    total_timesteps      | 12779520    |
| train/                  |             |
|    approx_kl            | 0.014031313 |
|    clip_fraction        | 0.0105      |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00812    |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.000437    |
|    loss                 | 0.00297     |
|    n_updates            | 776         |
|    policy_gradient_loss | 0.000956    |
|    value_loss           | 0.00787     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.8         |
|    ep_rew_mean          | 2.29         |
| time/                   |              |
|    fps                  | 1111         |
|    iterations           | 196          |
|    time_elapsed         | 11551        |
|    total_timesteps      | 12845056     |
| train/                  |              |
|    approx_kl            | 0.0057595302 |
|    clip_fraction        | 0.00668      |
|    clip_range           | 0.134        |
|    entropy_loss         | -0.00694     |
|    explained_variance   | 0.904        |
|    learning_rate        | 0.000436     |
|    loss                 | 0.00237      |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.000258    |
|    value_loss           | 0.00655      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1112        |
|    iterations           | 197         |
|    time_elapsed         | 11605       |
|    total_timesteps      | 12910592    |
| train/                  |             |
|    approx_kl            | 0.010779766 |
|    clip_fraction        | 0.00774     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00678    |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.000436    |
|    loss                 | 0.00288     |
|    n_updates            | 784         |
|    policy_gradient_loss | 0.000223    |
|    value_loss           | 0.00666     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.9        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1112        |
|    iterations           | 198         |
|    time_elapsed         | 11660       |
|    total_timesteps      | 12976128    |
| train/                  |             |
|    approx_kl            | 0.013559558 |
|    clip_fraction        | 0.00804     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00717    |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.000436    |
|    loss                 | 0.00365     |
|    n_updates            | 788         |
|    policy_gradient_loss | -7.85e-05   |
|    value_loss           | 0.0078      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1113        |
|    iterations           | 199         |
|    time_elapsed         | 11713       |
|    total_timesteps      | 13041664    |
| train/                  |             |
|    approx_kl            | 0.016721807 |
|    clip_fraction        | 0.0092      |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00764    |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.000435    |
|    loss                 | 0.00356     |
|    n_updates            | 792         |
|    policy_gradient_loss | 0.001       |
|    value_loss           | 0.00632     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1113        |
|    iterations           | 200         |
|    time_elapsed         | 11768       |
|    total_timesteps      | 13107200    |
| train/                  |             |
|    approx_kl            | 0.015039619 |
|    clip_fraction        | 0.0103      |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00906    |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.000435    |
|    loss                 | 0.00175     |
|    n_updates            | 796         |
|    policy_gradient_loss | 0.000431    |
|    value_loss           | 0.0076      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.21        |
| time/                   |             |
|    fps                  | 1114        |
|    iterations           | 201         |
|    time_elapsed         | 11821       |
|    total_timesteps      | 13172736    |
| train/                  |             |
|    approx_kl            | 0.009083261 |
|    clip_fraction        | 0.00846     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00857    |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.000435    |
|    loss                 | 0.00369     |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.000144   |
|    value_loss           | 0.00685     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1114        |
|    iterations           | 202         |
|    time_elapsed         | 11873       |
|    total_timesteps      | 13238272    |
| train/                  |             |
|    approx_kl            | 0.009166594 |
|    clip_fraction        | 0.00935     |
|    clip_range           | 0.134       |
|    entropy_loss         | -0.00822    |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.000434    |
|    loss                 | 0.00331     |
|    n_updates            | 804         |
|    policy_gradient_loss | 0.000221    |
|    value_loss           | 0.00731     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1115        |
|    iterations           | 203         |
|    time_elapsed         | 11924       |
|    total_timesteps      | 13303808    |
| train/                  |             |
|    approx_kl            | 0.008955225 |
|    clip_fraction        | 0.00919     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00827    |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.000434    |
|    loss                 | 0.0016      |
|    n_updates            | 808         |
|    policy_gradient_loss | 0.000242    |
|    value_loss           | 0.00611     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.2        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1116        |
|    iterations           | 204         |
|    time_elapsed         | 11975       |
|    total_timesteps      | 13369344    |
| train/                  |             |
|    approx_kl            | 0.009465637 |
|    clip_fraction        | 0.0077      |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00787    |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.000434    |
|    loss                 | 0.00207     |
|    n_updates            | 812         |
|    policy_gradient_loss | -0.000141   |
|    value_loss           | 0.00604     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.2       |
|    ep_rew_mean          | 2.24       |
| time/                   |            |
|    fps                  | 1116       |
|    iterations           | 205        |
|    time_elapsed         | 12028      |
|    total_timesteps      | 13434880   |
| train/                  |            |
|    approx_kl            | 0.02260407 |
|    clip_fraction        | 0.0103     |
|    clip_range           | 0.133      |
|    entropy_loss         | -0.0087    |
|    explained_variance   | 0.899      |
|    learning_rate        | 0.000433   |
|    loss                 | 0.00273    |
|    n_updates            | 816        |
|    policy_gradient_loss | 0.000437   |
|    value_loss           | 0.00728    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.21        |
| time/                   |             |
|    fps                  | 1117        |
|    iterations           | 206         |
|    time_elapsed         | 12079       |
|    total_timesteps      | 13500416    |
| train/                  |             |
|    approx_kl            | 0.025033224 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00889    |
|    explained_variance   | 0.888       |
|    learning_rate        | 0.000433    |
|    loss                 | 0.00322     |
|    n_updates            | 820         |
|    policy_gradient_loss | 0.00136     |
|    value_loss           | 0.00826     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.3        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1118        |
|    iterations           | 207         |
|    time_elapsed         | 12130       |
|    total_timesteps      | 13565952    |
| train/                  |             |
|    approx_kl            | 0.012552941 |
|    clip_fraction        | 0.00944     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00762    |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000433    |
|    loss                 | 0.0033      |
|    n_updates            | 824         |
|    policy_gradient_loss | 5.33e-05    |
|    value_loss           | 0.00865     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.4       |
|    ep_rew_mean          | 2.28       |
| time/                   |            |
|    fps                  | 1103       |
|    iterations           | 208        |
|    time_elapsed         | 12347      |
|    total_timesteps      | 13631488   |
| train/                  |            |
|    approx_kl            | 0.01870802 |
|    clip_fraction        | 0.01       |
|    clip_range           | 0.133      |
|    entropy_loss         | -0.00799   |
|    explained_variance   | 0.885      |
|    learning_rate        | 0.000433   |
|    loss                 | 0.00373    |
|    n_updates            | 828        |
|    policy_gradient_loss | 0.000384   |
|    value_loss           | 0.00842    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1104        |
|    iterations           | 209         |
|    time_elapsed         | 12401       |
|    total_timesteps      | 13697024    |
| train/                  |             |
|    approx_kl            | 0.010137256 |
|    clip_fraction        | 0.00935     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00757    |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.000432    |
|    loss                 | 0.00288     |
|    n_updates            | 832         |
|    policy_gradient_loss | 0.000154    |
|    value_loss           | 0.0074      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1104        |
|    iterations           | 210         |
|    time_elapsed         | 12456       |
|    total_timesteps      | 13762560    |
| train/                  |             |
|    approx_kl            | 0.006847825 |
|    clip_fraction        | 0.00916     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.0084     |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.000432    |
|    loss                 | 0.0014      |
|    n_updates            | 836         |
|    policy_gradient_loss | -3.64e-05   |
|    value_loss           | 0.00641     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.6        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1105        |
|    iterations           | 211         |
|    time_elapsed         | 12510       |
|    total_timesteps      | 13828096    |
| train/                  |             |
|    approx_kl            | 0.006820137 |
|    clip_fraction        | 0.00948     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00824    |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.000432    |
|    loss                 | 0.0025      |
|    n_updates            | 840         |
|    policy_gradient_loss | -1.52e-05   |
|    value_loss           | 0.00563     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.2         |
| time/                   |             |
|    fps                  | 1105        |
|    iterations           | 212         |
|    time_elapsed         | 12564       |
|    total_timesteps      | 13893632    |
| train/                  |             |
|    approx_kl            | 0.015109558 |
|    clip_fraction        | 0.00971     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00767    |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.000431    |
|    loss                 | 0.0088      |
|    n_updates            | 844         |
|    policy_gradient_loss | 0.00072     |
|    value_loss           | 0.00706     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1106        |
|    iterations           | 213         |
|    time_elapsed         | 12617       |
|    total_timesteps      | 13959168    |
| train/                  |             |
|    approx_kl            | 0.009110993 |
|    clip_fraction        | 0.00814     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00752    |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000431    |
|    loss                 | 0.00356     |
|    n_updates            | 848         |
|    policy_gradient_loss | 0.000158    |
|    value_loss           | 0.00819     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1106        |
|    iterations           | 214         |
|    time_elapsed         | 12672       |
|    total_timesteps      | 14024704    |
| train/                  |             |
|    approx_kl            | 0.014202511 |
|    clip_fraction        | 0.00864     |
|    clip_range           | 0.133       |
|    entropy_loss         | -0.00748    |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.000431    |
|    loss                 | 0.00589     |
|    n_updates            | 852         |
|    policy_gradient_loss | 0.000904    |
|    value_loss           | 0.00766     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.1         |
|    ep_rew_mean          | 2.29         |
| time/                   |              |
|    fps                  | 1107         |
|    iterations           | 215          |
|    time_elapsed         | 12727        |
|    total_timesteps      | 14090240     |
| train/                  |              |
|    approx_kl            | 0.0073798057 |
|    clip_fraction        | 0.00788      |
|    clip_range           | 0.132        |
|    entropy_loss         | -0.00727     |
|    explained_variance   | 0.911        |
|    learning_rate        | 0.00043      |
|    loss                 | 0.00119      |
|    n_updates            | 856          |
|    policy_gradient_loss | 0.000322     |
|    value_loss           | 0.00627      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1107        |
|    iterations           | 216         |
|    time_elapsed         | 12781       |
|    total_timesteps      | 14155776    |
| train/                  |             |
|    approx_kl            | 0.008411067 |
|    clip_fraction        | 0.00752     |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00685    |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.00043     |
|    loss                 | 0.00372     |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.000258   |
|    value_loss           | 0.00784     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1108        |
|    iterations           | 217         |
|    time_elapsed         | 12834       |
|    total_timesteps      | 14221312    |
| train/                  |             |
|    approx_kl            | 0.008378983 |
|    clip_fraction        | 0.00794     |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00685    |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.00043     |
|    loss                 | 0.00266     |
|    n_updates            | 864         |
|    policy_gradient_loss | -0.000193   |
|    value_loss           | 0.00826     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.8         |
|    ep_rew_mean          | 2.29         |
| time/                   |              |
|    fps                  | 1108         |
|    iterations           | 218          |
|    time_elapsed         | 12889        |
|    total_timesteps      | 14286848     |
| train/                  |              |
|    approx_kl            | 0.0077469433 |
|    clip_fraction        | 0.00871      |
|    clip_range           | 0.132        |
|    entropy_loss         | -0.00784     |
|    explained_variance   | 0.88         |
|    learning_rate        | 0.000429     |
|    loss                 | 0.00374      |
|    n_updates            | 868          |
|    policy_gradient_loss | 3.19e-05     |
|    value_loss           | 0.00869      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1108        |
|    iterations           | 219         |
|    time_elapsed         | 12944       |
|    total_timesteps      | 14352384    |
| train/                  |             |
|    approx_kl            | 0.011269642 |
|    clip_fraction        | 0.00772     |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00746    |
|    explained_variance   | 0.908       |
|    learning_rate        | 0.000429    |
|    loss                 | 0.00236     |
|    n_updates            | 872         |
|    policy_gradient_loss | -8.74e-05   |
|    value_loss           | 0.0063      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1109        |
|    iterations           | 220         |
|    time_elapsed         | 12998       |
|    total_timesteps      | 14417920    |
| train/                  |             |
|    approx_kl            | 0.010034211 |
|    clip_fraction        | 0.00897     |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00799    |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.000429    |
|    loss                 | 0.00265     |
|    n_updates            | 876         |
|    policy_gradient_loss | 0.00073     |
|    value_loss           | 0.00759     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1109        |
|    iterations           | 221         |
|    time_elapsed         | 13052       |
|    total_timesteps      | 14483456    |
| train/                  |             |
|    approx_kl            | 0.014882753 |
|    clip_fraction        | 0.011       |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00881    |
|    explained_variance   | 0.878       |
|    learning_rate        | 0.000428    |
|    loss                 | 0.00372     |
|    n_updates            | 880         |
|    policy_gradient_loss | 0.000446    |
|    value_loss           | 0.00891     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.4        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1109        |
|    iterations           | 222         |
|    time_elapsed         | 13108       |
|    total_timesteps      | 14548992    |
| train/                  |             |
|    approx_kl            | 0.010190869 |
|    clip_fraction        | 0.0094      |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00841    |
|    explained_variance   | 0.869       |
|    learning_rate        | 0.000428    |
|    loss                 | 0.00314     |
|    n_updates            | 884         |
|    policy_gradient_loss | -0.000119   |
|    value_loss           | 0.00937     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.3         |
|    ep_rew_mean          | 2.24         |
| time/                   |              |
|    fps                  | 1110         |
|    iterations           | 223          |
|    time_elapsed         | 13163        |
|    total_timesteps      | 14614528     |
| train/                  |              |
|    approx_kl            | 0.0056216614 |
|    clip_fraction        | 0.00697      |
|    clip_range           | 0.132        |
|    entropy_loss         | -0.00784     |
|    explained_variance   | 0.901        |
|    learning_rate        | 0.000428     |
|    loss                 | 0.00293      |
|    n_updates            | 888          |
|    policy_gradient_loss | -0.000278    |
|    value_loss           | 0.00656      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.6         |
|    ep_rew_mean          | 2.29         |
| time/                   |              |
|    fps                  | 1110         |
|    iterations           | 224          |
|    time_elapsed         | 13217        |
|    total_timesteps      | 14680064     |
| train/                  |              |
|    approx_kl            | 0.0047494415 |
|    clip_fraction        | 0.00724      |
|    clip_range           | 0.132        |
|    entropy_loss         | -0.00787     |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.000427     |
|    loss                 | 0.00226      |
|    n_updates            | 892          |
|    policy_gradient_loss | -0.000125    |
|    value_loss           | 0.00669      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1111        |
|    iterations           | 225         |
|    time_elapsed         | 13271       |
|    total_timesteps      | 14745600    |
| train/                  |             |
|    approx_kl            | 0.014905637 |
|    clip_fraction        | 0.0108      |
|    clip_range           | 0.132       |
|    entropy_loss         | -0.00817    |
|    explained_variance   | 0.904       |
|    learning_rate        | 0.000427    |
|    loss                 | 0.003       |
|    n_updates            | 896         |
|    policy_gradient_loss | 0.000598    |
|    value_loss           | 0.00693     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1111        |
|    iterations           | 226         |
|    time_elapsed         | 13326       |
